1701,"דִּבְרָה","dibrâh","dib-raw'","(Aramaic) corresponding to 1700 (דִּבְרָה)","{a reason, suit or style}","intent, sake."
1702,"דֹּבְרָה","dôbᵉrâh","do-ber-aw'","feminine active participle of 1696 (דָבַר) in the sense of driving (compare 1699 (דֹּבֶר));","a raft","float."
1703,"דַּבָּרָה","dabbârâh","dab-baw-raw'","intensive from 1696 (דָבַר);","a word","word."
1704,"דִּבְרִי","Dibrîy","dib-ree'","from 1697 (דָּבָר); wordy;","Dibri, an Israelite","Dibri."
1705,"דֲּבְרַת","Dăbrath","daw-ber-ath'","from 1697 (דָּבָר) (perhaps in the sense of 1699 (דֹּבֶר));","Daberath, a place in Palestine","Dabareh, Daberath."
1706,"דְּבַשׁ","dᵉbash","deb-ash'","from an unused root meaning to be gummy;","honey (from its stickiness); by analogy, syrup","honey(-comb)."
1707,"דַּבֶּשֶׁת","dabbesheth","dab-beh'-sheth","intensive from the same as 1706 (דְּבַשׁ);","a sticky mass, i.e. the hump of acamel","hunch (of a camel)."
1708,"דַּבֶּשֶׁת","Dabbesheth","dab-beh'-sheth","the same as 1707 (דַּבֶּשֶׁת);","Dabbesheth, a place in Palestine","Dabbesheth."
1709,"דָּג","dâg","dawg","or (fully) דָּאג; (Nehemiah 13:16), from 1711 (דָּגָה); a fish (as prolific); or perhaps rather from 1672 (דָּאַג) (as timid); but still better from 1672 (דָּאַג) (in the sense of squirming, i.e. moving by the vibratory action of the tail);","a fish (often used collectively)","fish."
1710,"דָּגָה","dâgâh","daw-gaw'","feminine of 1709 (דָּג), and meaning the same","{a fish (often used collectively)}","fish."
1711,"דָּגָה","dâgâh","daw-gaw'","a primitive root; to move rapidly; used only as a denominative from 1709 (דָּג);","to spawn, i.e. become numerous","grow."
1712,"דָּגוֹן","Dâgôwn","daw-gohn'","from 1709 (דָּג); the fish-god;","Dagon, a Philistine deity","Dagon."
1713,"דָּגַל","dâgal","daw-gal'","a primitive root;","to flaunt, i.e. raise a flag; figuratively, to be conspicuous","(set up, with) banners, chiefest."
1714,"דֶּגֶל","degel","deh'-gel","from 1713 (דָּגַל);","a flag","banner, standard."
1715,"דָּגָן","dâgân","daw-gawn'","from 1711 (דָּגָה);","properly, increase, i.e. grain","corn (floor), wheat."
1716,"דָּגַר","dâgar","daw-gar'","a primitive root,","to brood over eggs or young","gather, sit."
1717,"דַּד","dad","dad","apparently from the same as 1730 (דּוֹד);","the breast (as the seat of love, or from its shape)","breast, teat."
1718,"דָּדָה","dâdâh","daw-daw'","a doubtful root;","to walk gently","go (softly, with)."
1719,"דְּדָן","Dᵉdân","ded-awn'","or (prolonged) דְּדָנֶה; (Ezekiel 25:13), of uncertain derivation;","Dedan, the name of two Cushites and of their territory","Dedan."
1720,"דְּדָנִים","Dᵉdânîym","ded-aw-neem'","plural of 1719 (דְּדָן) (as patrial);","Dedanites, the descendants or inhabitants of Dedan","Dedanim."
1721,"דֹּדָנִים","Dôdânîym","do-daw-neem'","or (by orthographical error) רֹדָנִים (1 Chronicles 1:7); a plural of uncertain derivation;","Dodanites, or descendants of a son of Javan","Dodanim."
1722,"דְּהַב","dᵉhab","deh-hab'","(Aramaic) corresponding to 2091 (זָהָב);","gold","gold(-en)."
1723,"דַּהֲוָא","Dahăvâʼ","dah-hav-aw'","(Aramaic) of uncertain derivation;","Dahava, a people colonized in Samaria","Dehavites."
1724,"דָּהַם","dâham","daw-ham'","a primitive root (compare 1740 (דּוּחַ));","to be dumb, i.e. (figuratively) dumbfounded","astonished."
1725,"דָּהַר","dâhar","daw-har'","a primitive root;","to curvet or move irregularly","pause."
1726,"דַּהֲהַר","dahăhar","dah-hah-har'","by reduplication from 1725 (דָּהַר);","a gallop","pransing."
1727,"דּוּב","dûwb","doob","a primitive root;","to mope, i.e. (figuratively) pine","sorrow."
1728,"דַּוָּג","davvâg","dav-vawg'","an orthographical variation of 1709 (דָּג) as a denominative (1771 (דַּיָּג));","a fisherman","fisher."
1729,"דּוּגָה","dûwgâh","doo-gaw'","feminine from the same as 1728 (דַּוָּג);","properly, fishery, i.e. a hook forfishing","fish (hook)."
1730,"דּוֹד","dôwd","dode","or (shortened) דֹּד; from an unused root meaning properly, to boil, i.e.","(figuratively) to love; by implication, a love-token, lover, friend; specifically an uncle","(well-) beloved, father's brother, love, uncle."
1731,"דּוּד","dûwd","dood","from the same as 1730 (דּוֹד);","a pot (for boiling); also (by resemblance of shape) a basket","basket, caldron, kettle, (seething) pot."
1732,"דָּוִד","Dâvid","daw-veed'","rarely (fully); דָּוִיד; from the same as 1730 (דּוֹד); loving;","David, the youngest son of Jesse","David."
1733,"דּוֹדָה","dôwdâh","do-daw'","feminine of 1730 (דּוֹד);","an aunt","aunt, father's sister, uncle's wife."
1734,"דּוֹדוֹ","Dôwdôw","do-do'","from 1730 (דּוֹד); loving;","Dodo, the name of three Israelites","Dodo."
1735,"דּוֹדָוָהוּ","Dôwdâvâhûw","do-daw-vaw'-hoo","from 1730 (דּוֹד) and 3050 (יָהּ); love of Jah;","Dodavah, an Israelite","Dodavah."
1736,"דּוּדַי","dûwday","doo-dah'-ee","from 1731 (דּוּד);","a boiler or basket; also the mandrake (as an aphrodisiac)","basket, mandrake."
1737,"דּוֹדַי","Dôwday","do-dah'ee","formed like 1736 (דּוּדַי); amatory;","Dodai, an Israelite","Dodai."
1738,"דָּוָה","dâvâh","daw-vaw'","a primitive root;","to be sick (as if in menstruation)","infirmity."
1739,"דָּוֶה","dâveh","daw-veh'","from 1738 (דָּוָה);","sick (especially in menstruation)","faint, menstruous cloth, she that is sick, having sickness."
1740,"דּוּחַ","dûwach","doo'-akh","a primitive root;","to thrust away; figuratively, to cleanse","cast out, purge, wash."
1741,"דְּוַי","dᵉvay","dev-ah'ee","from 1739 (דָּוֶה);","sickness; figuratively, loathing","languishing, sorrowful."
1742,"דַּוָּי","davvây","dav-voy'","from 1739 (דָּוֶה);","sick; figuratively, troubled","faint."
1743,"דּוּךְ","dûwk","dook","a primitive root;","to bruise in a mortar","beat."
1744,"דּוּכִיפַת","dûwkîyphath","doo-kee-fath'","of uncertain derivation;","the hoopoe or else the grouse","lapwing."
1745,"דּוּמָה","dûwmâh","doo-maw'","from an unused root meaning to be dumb (compare 1820 (דָּמָה));","silence; figuratively, death","silence."
1746,"דּוּמָה","Dûwmâh","doo-maw'","the same as 1745 (דּוּמָה);","Dumah, a tribe and region of Arabia","Dumah."
1747,"דּוּמִיָּה","dûwmîyâh","doo-me-yaw'","from 1820 (דָּמָה);","stillness; adverbially, silently; abstractly quiet, trust","silence, silent, waiteth."
1748,"דּוּמָם","dûwmâm","doo-mawm'","from 1826 (דָּמַם);","still; adverbially, silently","dumb, silent, quietly wait."
1749,"דּוֹנַג","dôwnag","do-nag'","of uncertain derivation;","wax;","wax."
1750,"דּוּץ","dûwts","doots","a primitive root;","to leap","be turned."
1751,"דּוּק","dûwq","dook","(Aramaic) corresponding to 1854 (דָּקַק);","to crumble","be broken to pieces."
1752,"דּוּר","dûwr","dure","a primitive root;","properly, to gyrate (or move in a circle), i.e. to remain","dwell."
1753,"דּוּר","dûwr","dure","(Aramaic) corresponding to 1752 (דּוּר);","to reside","dwell."
1754,"דּוּר","dûwr","dure","from 1752 (דּוּר);","a circle, ball or pile","ball, turn, round about."
1755,"דּוֹר","dôwr","dore","or (shortened) דֹּר; from 1752 (דּוּר);","properly, a revolution of time, i.e. an age or generation; also a dwelling","age, [idiom] evermore, generation, (n-) ever, posterity."
1756,"דּוֹר","Dôwr","dore","or (by permutation) דֹּאר; (Joshua 17:11; 1 Kings 4:11), from 1755 (דּוֹר); dwelling;","Dor, a place in Palestine","Dor."
1757,"דּוּרָא","Dûwrâʼ","doo-raw'","(Aramaic) probably from 1753 (דּוּר); circle or dwelling;","Dura, a place in Babylonia","Dura."
1758,"דּוּשׁ","dûwsh","doosh","or דּוֹשׁ; or דִּישׁ; a primitive root;","to trample or thresh","break, tear, thresh, tread out (down), at grass (Jeremiah 50:11, by mistake for 1877 (דֶּשֶׁא))."
1759,"דּוּשׁ","dûwsh","doosh","(Aramaic) corresponding to 1758 (דּוּשׁ);","to trample","tread down."
1760,"דָּחָה","dâchâh","daw-khaw'","or דָּחַח; (Jeremiah 23:12), a primitive root;","to push down","chase, drive away (on), overthrow, outcast, [idiom] sore, thrust, totter."
1761,"דַּחֲוָה","dachăvâh","dakh-av-aw'","(Aramaic) from the equivalent of 1760 (דָּחָה);","probably a musical instrument (as being struck)","instrument of music."
1762,"דְּחִי","dᵉchîy","deh-khee'","from 1760 (דָּחָה);","a push, i.e. (by implication) a fall","falling."
1763,"דְּחַל","dᵉchal","deh-khal'","(Aramaic) corresponding to 2119 (זָחַל);","to slink, i.e. (by implication) to fear, or (causatively) be formidable","make afraid, dreadful, fear, terrible."
1764,"דֹּחַן","dôchan","do'-khan","of uncertain derivation;","millet","millet."
1765,"דָּחַף","dâchaph","daw-khaf'","a primitive root;","to urge, i.e. hasten","(be) haste(-ned), pressed on."
1766,"דָּחַק","dâchaq","daw-khak'","a primitive root;","to press, i.e. oppress","thrust, vex."
1767,"דַּי","day","dahee","of uncertain derivation;","enough (as noun or adverb), used chiefly with preposition in phrases","able, according to, after (ability), among, as (oft as), (more than) enough, from, in, since, (much as is) sufficient(-ly), too much, very, when."
1768,"דִּי","dîy","dee","(Aramaic) apparently for 1668 (דָּא);","that, used as relative conjunction, and especially (with a preposition) in adverbial phrases; also as preposition of","[idiom] as, but, for(-asmuch [phrase]), [phrase] now, of, seeing, than, that, therefore, until, [phrase] what (-soever), when, which, whom, whose."
1769,"דִּיבוֹן","Dîybôwn","dee-bome'","or (shortened) דִּיבֹן; from 1727 (דּוּב); pining","Dibon, the name of three places in Palestine","Dibon. (Also, with 1410 (גָּד) added, Dibon-gad.)"
1770,"דִּיג","dîyg","deeg","denominative from 1709 (דָּג);","to fish","fish."
1771,"דַּיָּג","dayâg","dah-yawg'","from 1770 (דִּיג);","a fisherman","fisher."
1772,"דַּיָּה","dayâh","dah-yaw'","intensive from 1675 (דָּאָה);","a falcon (from its rapid flight)","vulture."
1773,"דְּיוֹ","dᵉyôw","deh-yo'","of uncertain derivation;","ink","ink."
1774,"דִּי זָהָב","Dîy zâhâb","dee zaw-hawb'","as if from 1768 (דִּי) and 2091 (זָהָב); of gold;","Dizahab, a place in the Desert","Dizahab."
1775,"דִּימוֹן","Dîymôwn","dee-mone'","perhaps for 1769 (דִּיבוֹן);","Dimon, a place in Palestine","Dimon."
1776,"דִּימוֹנָה","Dîymôwnâh","dee-mo-naw'","feminine of 1775 (דִּימוֹן);","Dimonah, a place in Palestine","Dimonah."
1777,"דִּין","dîyn","deen","or (Genesis 6:3) דּוּן; a primitive root;","a straight course, i.e. sail direct","(come) with a straight course."
1778,"דִּין","dîyn","deen","(Aramaic) corresponding to 1777 (דִּין);","to judge","judge."
1779,"דִּין","dîyn","deen","or (Job 19:29) דּוּן; from 1777 (דִּין);","judgement (the suit, justice, sentence or tribunal); by implication also strife","cause, judgement, plea, strife."
1780,"דִּין","dîyn","deen","(Aramaic) corresponding to 1779 (דִּין)","{judgement (the suit, justice, sentence or tribunal); by implication also strife}","judgement."
1781,"דַּיָּן","dayân","dah-yawn'","from 1777 (דִּין);","a judge or advocate","judge."
1782,"דַּיָּן","dayân","dah-yawn'","(Aramaic) corresponding to 1781 (דַּיָּן)","{a judge or advocate}","judge."
1783,"דִּינָה","Dîynâh","dee-naw'","feminine of 1779 (דִּין); justice;","Dinah, the daughter of Jacob","Dinah."
1784,"דִּינַי","Dîynay","dee-nah'-ee","(Aramaic) partial from uncertain primitive;","a Dinaite or inhabitant of some unknown Assyria province","Dinaite."
1785,"דָּיֵק","dâyêq","daw-yake'","from a root corresp. to 1751 (דּוּק);","a battering-tower","fort."
1786,"דַּיִשׁ","dayish","dah-yish'","from 1758 (דּוּשׁ);","threshing-time","threshing."
1787,"דִּישׁוֹן","Dîyshôwn","dee-shone'","(Diyshon, the same as 1788 (דִּישֹׁן);","Dishon, the name of two Edomites","Dishon."
1788,"דִּישֹׁן","dîyshôn","dee-shone'","from 1758 (דּוּשׁ);","the leaper, i.e. an antelope","pygarg."
1789,"דִּישָׁן","Dîyshân","dee-shawn'","another form of 1787 (דִּישׁוֹן)","Dishan, an Edomite","Dishan, Dishon."
1790,"דַּךְ","dak","dak","from an unused root (compare 1794 (דָּכָה));","crushed, i.e. (figuratively) injured","afflicted, oppressed."
1791,"דֵּךְ","dêk","dake","(Aramaic) or דָּךְ; (Aramaic), prolonged from 1668 (דָּא);","this","the same, this."
1792,"דָּכָא","dâkâʼ","daw-kaw'","a primitive root (compare 1794 (דָּכָה));","to crumble; transitively, to bruise (literally or figuratively)","beat to pieces, break (in pieces), bruise, contrite, crush, destroy, humble, oppress, smite."
1793,"דַּכָּא","dakkâʼ","dak-kaw'","from 1792 (דָּכָא);","crushed (literally powder, or figuratively, contrite)","contrite, destruction."
1794,"דָּכָה","dâkâh","daw-kaw'","a primitive root (compare 1790 (דַּךְ), 1792 (דָּכָא));","to collapse (phys. or mentally)","break (sore), contrite, crouch."
1795,"דַּכָּה","dakkâh","dak-kaw'","from 1794 (דָּכָה) like 1793 (דַּכָּא);","mutilated","[phrase] wounded."
1796,"דֳּכִי","dŏkîy","dok-ee'","from 1794 (דָּכָה);","a dashing of surf","wave."
1797,"דִּכֵּן","dikkên","dik-kane'","(Aramaic) prolonged from 1791 (דֵּךְ);","this","same, that, this."
1798,"דְּכַר","dᵉkar","dek-ar'","(Aramaic) corresponding to 2145 (זָכָר);","properly, a male, i.e. of sheep","ram."
1799,"דִּכְרוֹן","dikrôwn","dik-rone'","(Aramaic) or דׇּכְרָן (Aramaic); corresponding to 2146 (זִכְרוֹן);","a register","record."
1800,"דַּל","dal","dal","from 1809 (דָּלַל);","properly, dangling, i.e. (by implication) weak or thin","lean, needy, poor (man), weaker."
1801,"דָּלַג","dâlag","daw-lag'","a primitive root;","to spring","leap."
1802,"דָּלָה","dâlâh","daw-law'","a primitive root (compare 1809 (דָּלַל));","properly, to dangle, i.e. to let down abucket (for drawing out water); figuratively, to deliver","draw (out), [idiom] enough, lift up."
1803,"דַּלָּה","dallâh","dal-law'","from 1802 (דָּלָה);","properly, something dangling, i.e. a loose thread or hair; figuratively, indigent","hair, pining sickness, poor(-est sort)."
1804,"דָּלַח","dâlach","daw-lakh'","a primitive root;","to roil water","trouble."
1805,"דְּלִי","dᵉlîy","del-ee'","or דֳּלִי; from 1802 (דָּלָה);","a pail or jar (for drawing water)","bucket."
1806,"דְּלָיָה","Dᵉlâyâh","del-aw-yaw'","or (prolonged) דְּלָיָהוּxlit Dᵉlâyâhhûw corrected to Dᵉlâyâhûw; from 1802 (דָּלָה) and 3050 (יָהּ); Jah has delivered;","Delajah, the name of five Israelites","Dalaiah, Delaiah."
1807,"דְּלִילָה","Dᵉlîylâh","del-ee-law'","from 1809 (דָּלַל); languishing","Delilah, a Philistine woman","Delilah."
1808,"דָּלִיָּה","dâlîyâh","daw-lee-yaw'","from 1802 (דָּלָה);","something dangling, i.e. a bough","branch."
1809,"דָּלַל","dâlal","daw-lal'","a primitive root (compare 1802 (דָּלָה));","to slacken or be feeble; figuratively, to be oppressed","bring low, dry up, be emptied, be not equal, fail, be impoverished, be made thin."
1810,"דִּלְעָן","Dilʻân","dil-awn'","of uncertain derivation;","Dilan, a place in Palestine","Dilean."
1811,"דָּלַף","dâlaph","daw-laf'","a primitive root;","to drip; by implication, to weep","drop through, melt, pour out."
1812,"דֶּלֶף","deleph","deh'-lef","from 1811 (דָּלַף);","a dripping","dropping."
1813,"דַּלְפוֹן","Dalphôwn","dal-fone'","from 1811 (דָּלַף); dripping;","Dalphon, a son of Haman","Dalphon."
1814,"דָּלַק","dâlaq","daw-lak'","a primitive root;","to flame (literally or figuratively)","burning, chase, inflame, kindle, persecute(-or), pursue hotly."
1815,"דְּלַק","dᵉlaq","del-ak'","(Aramaic) corresponding to 1814 (דָּלַק)","{to flame (literally or figuratively)}","burn."
1816,"דַּלֶּקֶת","dalleqeth","dal-lek'-keth","; from 1814 (דָּלַק);","a burning fever","inflammation."
1817,"דֶּלֶת","deleth","deh'-leth","from 1802 (דָּלָה);","something swinging, i.e. the valve of adoor","door (two-leaved), gate, leaf, lid. (Psalm 141:3)."
1818,"דָּם","dâm","dawm","from 1826 (דָּמַם) (compare 119 (אָדַם));","blood (as that which when shed causes death) of man or an animal; by analogy, the juice of the grape; figuratively (especially in the plural) bloodshed (i.e. drops of blood)","blood(-y, -guiltiness, (-thirsty), [phrase] innocent."
1819,"דָּמָה","dâmâh","daw-maw'","a primitive root;","to compare; by implication, to resemble, liken, consider","compare, devise, (be) like(-n), mean, think, use similitudes."
1820,"דָּמָה","dâmâh","daw-mam'","a primitive root;","to be dumb or silent; hence, to fail or perish; trans. to destroy","cease, be cut down (off), destroy, be brought to silence, be undone, [idiom] utterly."
1821,"דְּמָה","dᵉmâh","dem-aw'","(Aramaic) corresponding to 1819 (דָּמָה);","to resemble","be like."
1822,"דֻּמָּה","dummâh","doom-maw'","from 1820 (דָּמָה);","desolation; concretely, desolate","destroy."
1823,"דְּמוּת","dᵉmûwth","dem-ooth'","from 1819 (דָּמָה);","resemblance; concretely, model, shape; adverbially, like","fashion, like (-ness, as), manner, similitude."
1824,"דְּמִי","dᵉmîy","dem-ee'","or דֳּמִי; from 1820 (דָּמָה);","quiet","cutting off, rest, silence."
1825,"דִּמְיוֹן","dimyôwn","dim-yone'","from 1819 (דָּמָה);","resemblance","[idiom] like."
1826,"דָּמַם","dâmam","daw-man'","a primitive root (compare 1724 (דָּהַם), 1820 (דָּמָה));","to be dumb; by implication, to be astonished, to stop; also to perish","cease, be cut down (off), forbear, hold peace, quiet self, rest, be silent, keep (put to) silence, be (stand) still, tarry, wait."
1827,"דְּמָמָה","dᵉmâmâh","dem-aw-maw'","feminine from 1826 (דָּמַם);","quiet","calm, silence, still."
1828,"דֹּמֶן","dômen","do'-men","of uncertain derivation;","manure","dung."
1829,"דִּמְנָה","Dimnâh","dim-naw'","feminine from the same as 1828 (דֹּמֶן); a dung-heap;","Dimnah, a place in Palestine","Dimnah."
1830,"דָּמַע","dâmaʻ","daw-mah'","a primitive root;","to weep","[idiom] sore, weep."
1831,"דֶּמַע","demaʻ","dah'-mah","from 1830 (דָּמַע);","a tear; figuratively, juice","liquor."
1832,"דִּמְעָה","dimʻâh","dim-aw'","feminine of 1831 (דֶּמַע);","weeping","tears."
1833,"דְּמֶשֶׁק","dᵉmesheq","dem-eh'-shek","by orthographical variation from 1834 (דַּמֶּשֶׂק);","damask (as a fabric of Damascus)","in Damascus."
1834,"דַּמֶּשֶׂק","Dammeseq","dam-meh'-sek","or דּוּמֶשֶׂק; or דַּרְמֶשֶׂק; of foreign origin;","Damascus, a city of Syria","Damascus."
1835,"דָּן","Dân","dawn","from 1777 (דִּין); judge;","Dan, one of the sons of Jacob; also the tribe descended from him, and its territory; likewise a place in Palestine colonized by them","Daniel"
1836,"דֵּן","dên","dane","(Aramaic) an orthographical variation of 1791 (דֵּךְ);","this","(afore-) time, [phrase] after this manner, here (-after), one...another, such, there(-fore), these, this (matter), [phrase] thus, where(-fore), which."
1837,"דַּנָּה","Dannâh","dan-naw'","of uncertain derivation;","Dannah, a place in Palestine","Dannah."
1838,"דִּנְהָבָה","Dinhâbâh","din-haw-baw'","of uncertain derivation;","Dinhabah, an Edomitish town","Dinhaban."
1839,"דָּנִי","Dânîy","daw-nee'","patronymically from 1835 (דָּן);","a Danite (often collectively) or descendants (or inhabitants) of Dan","Danites, of Daniel"
1840,"דָנִיֵּאל","Dânîyêʼl","daw-nee-yale'","in Ezekiel it is; דָּנִאֵל; from 1835 (דָּן) and 410 (אֵל); judge of God;","Daniel or Danijel, the name of two Israelites","Daniel."
1841,"דָּנִיֵּאל","Dânîyêʼl","daw-nee-yale'","(Aramaic) corresponding to 1840 (דָנִיֵּאל);","Danijel, the Hebrew prophet","Daniel."
1842,"דָּן יַעַן","Dân Yaʻan","dawn yah'-an","from 1835 (דָּן) and (apparently) 3282 (יַעַן); judge of purpose;","Dan-Jaan, a place in Palestine","Dan-jaan."
1843,"דֵּעַ","dêaʻ","day'-ah","from 3045 (יָדַע);","knowledge","knowledge, opinion."
1844,"דֵּעָה","dêʻâh","day-aw'","feminine of 1843 (דֵּעַ);","knowledge","knowledge."
1845,"דְּעוּאֵל","Dᵉʻûwʼêl","deh-oo-ale'","from 3045 (יָדַע) and 410 (אֵל); known of God;","Deuel, an Israelite","Deuel."
1846,"דָּעַךְ","dâʻak","daw-ak'","a primitive root;","to be extinguished; figuratively, to expire or be dried up","be extinct, consumed, put out, quenched."
1847,"דַּעַת","daʻath","dah'-ath","from 3045 (יָדַע);","knowledge","cunning, (ig-) norantly, know(-ledge), (un-) awares (wittingly)."
1848,"דׇּפִי","dophîy","dof'-ee","from an unused root (meaning to push over);","a stumbling-block","slanderest."
1849,"דָּפַק","dâphaq","daw-fak'","a primitive root;","to knock; by analogy, to press severely","beat, knock, overdrive."
1850,"דׇּפְקָה","Dophqâh","dof-kaw'","from 1849 (דָּפַק); a knock;","Dophkah, a place in the Desert","Dophkah."
1851,"דַּק","daq","dak","from 1854 (דָּקַק);","crushed, i.e. (by implication) small or thin","dwarf, lean(-fleshed), very little thing, small, thin."
1852,"דֹּק","dôq","doke","from 1854 (דָּקַק);","something crumbling, i.e. fine (as a thin cloth)","curtain."
1853,"דִּקְלָה","Diqlâh","dik-law'","of foreign origin;","Diklah, a region of Arabia","Diklah."
1854,"דָּקַק","dâqaq","daw-kak'","a primitive root (compare 1915 (הָדַךְ)lemma הָדךְ missing vowel, corrected to הָדַךְ);","to crush (or intransitively) crumble","beat in pieces (small), bruise, make dust, (into) [idiom] powder, (be, very) small, stamp (small)."
1855,"דְּקַק","dᵉqaq","dek-ak'","(Aramaic) corresponding to 1854 (דָּקַק);","to crumble or (trans.) crush","break to pieces."
1856,"דָּקַר","dâqar","daw-kar'","a primitive root;","to stab; by analogy, to starve; figuratively, to revile","pierce, strike (thrust) through, wound."
1857,"דֶּקֶר","Deqer","deh'-ker","from 1856 (דָּקַר); a stab;","Deker, an Israelite","Dekar."
1858,"דַּר","dar","dar","apparently from the same as 1865 (דְּרוֹר);","properly, a pearl (from its sheen as rapidly turned); by analogy, pearl-stone, i.e. mother-of-pearl or alabaster","[idiom] white."
1859,"דָּר","dâr","dawr","(Aramaic) corresponding to 1755 (דּוֹר);","an age","generation."
1860,"דְּרָאוֹן","dᵉrâʼôwn","der-aw-one'","or דֵּרָאוֹן; from an unused root (meaning to repulse);","an object of aversion","abhorring, contempt."
1861,"דׇּרְבוֹן","dorbôwn","dor-bone'","(also dor-bawn'); of uncertain derivation;","a goad","goad."
1862,"דַּרְדַּע","Dardaʻ","dar-dah'","apparently from 1858 (דַּר) and 1843 (דֵּעַ); pearl of knowledge;","Darda, an Israelite","Darda."
1863,"דַּרְדַּר","dardar","dar-dar'","of uncertain derivation;","a thorn","thistle."
1864,"דָּרוֹם","dârôwm","daw-rome'","of uncertain derivation;","the south; poet. the south wind","south."
1865,"דְּרוֹר","dᵉrôwr","der-ore'","from an unused root (meaning to move rapidly);","freedom; hence, spontaneity of outflow, and so clear","liberty, pure."
1866,"דְּרוֹר","dᵉrôwr","der-ore'","the same as 1865 (דְּרוֹר), applied to a bird;","the swift, a kind of swallow","swallow."
1867,"דָּֽרְיָוֵשׁ","Dârᵉyâvêsh","daw-reh-yaw-vaysh'","of Persian origin;","Darejavesh, a title (rather than name) of several Persian kings","Darius."
1868,"דָּֽרְיָוֵשׁ","Dârᵉyâvêsh","daw-reh-yaw-vaysh'","(Aramaic) corresponding to 1867 (דָּֽרְיָוֵשׁ)","{Darejavesh, a title (rather than name) of several Persian kings}","Darius."
1869,"דָּרַךְ","dârak","daw-rak'","a primitive root;","to tread; by implication, to walk; also to string abow (by treading on it in bending)","archer, bend, come, draw, go (over), guide, lead (forth), thresh, tread (down), walk."
1870,"דֶּרֶךְ","derek","deh'-rek","from 1869 (דָּרַךְ);","a road (as trodden); figuratively, a course of life or mode of action, often adverb","along, away, because of, [phrase] by, conversation, custom, (east-) ward, journey, manner, passenger, through, toward, (high-) (path-) way(-side), whither(-soever)."
1871,"דַּרְכְּמוֹן","darkᵉmôwn","dar-kem-one'","of Persian origin;","a 'drachma', or coin","dram."
1872,"דְּרַע","dᵉraʻ","der-aw'","(Aramaic) corresponding to 2220 (זְרוֹעַ);","an arm","arm."
1873,"דָּרַע","Dâraʻ","daw-rah'","probably a contraction from 1862 (דַּרְדַּע);","Dara, an Israelite","Dara."
1874,"דַּרְקוֹן","Darqôwn","dar-kone'","of uncertain derivation;","Darkon, one of 'Solomon's servants'","Darkon."
1875,"דָּרַשׁ","dârash","daw-rash'","a primitive root;","properly, to tread or frequent; usually to follow (for pursuit or search); by implication, to seek or ask; specifically to worship","ask, [idiom] at all, care for, [idiom] diligently, inquire, make inquisition, (necro-) mancer, question, require, search, seek (for, out), [idiom] surely."
1876,"דָּשָׁא","dâshâʼ","daw-shaw'","a primitive root;","to sprout","bring forth, spring."
1877,"דֶּשֶׁא","desheʼ","deh'-sheh","from 1876 (דָּשָׁא);","a sprout; by analogy, grass","(tender) grass, green, (tender) herb."
1878,"דָּשֵׁן","dâshên","daw-shane'","a primitive root; also denominatively (from 1880 (דֶּשֶׁן))","to be fat; transitively, to fatten (or regard as fat); specifically to anoint; figuratively, to satisfy;  to remove (fat) ashes (of sacrifices)","accept, anoint, take away the (receive) ashes (from), make (wax) fat."
1879,"דָּשֵׁן","dâshên","daw-shane'","from 1878 (דָּשֵׁן);","fat; figuratively, rich, fertile","fat."
1880,"דֶּשֶׁן","deshen","deh'-shen","from 1878 (דָּשֵׁן);","the fat; abstractly fatness, i.e. (figuratively) abundance; specifically the (fatty) ashes of sacrifices","ashes, fatness."
1881,"דָּת","dâth","dawth","of uncertain (perhaps foreign) derivation;","a royal edict or statute","commandment, commission, decree, law, manner."
1882,"דָּת","dâth","dawth","(Aramaic) corresponding to 1881 (דָּת);","{a royal edict or statute}","decree, law."
1883,"דֶּתֶא","detheʼ","deh'-thay","(Aramaic) corresponding to 1877 (דֶּשֶׁא)","{a sprout; by analogy, grass}","tender grass."
1884,"דְּתָבָר","dᵉthâbâr","deth-aw-bawr'","(Aramaic) of Persian origin;","meaning one skilled in law; a judge","counsellor."
1885,"דָּתָן","Dâthân","daw-thawn'","of uncertain derivation;","Dathan, an Israelite","Dathan."
1886,"דֹּתָן","Dôthân","do'-thawn","or (Aramaic dual) דֹּתַיִן; (Genesis 37:17), of uncertain derivation;","Dothan, a place in Palestine","Dothan. h"
1887,"הֵא","hêʼ","hay","a primitive particle;","lo!","behold, lo."
1888,"הֵא","hêʼ","hay","(Aramaic) or הָא; (Aramaic), corresponding to 1887 (הֵא)","{lo!}","even, lo."
1889,"הֶאָח","heʼâch","heh-awkh'","from 1887 (הֵא) and 253 (אָח);","aha!","ah, aha, ha."
1890,"הַבְהָב","habhâb","hab-hawb'","by reduplication from 3051 (יָהַב);","gift (in sacrifice), i.e. holocaust","offering."
1891,"הָבַל","hâbal","haw-bal'","a primitive root;","to be vain in act, word, or expectation; specifically to lead astray","be (become, make) vain."
1892,"הֶבֶל","hebel","heh'bel","or (rarely in the abs.) הֲבֵל; from 1891 (הָבַל);","emptiness or vanity; figuratively, something transitory and unsatisfactory; often used as an adverb","[idiom] altogether, vain, vanity."
1893,"הֶבֶל","Hebel","heh'-bel","the same as 1892 (הֶבֶל);","Hebel, the son of Adam","Abel."
1894,"הֹבֶן","hôben","ho'-ben","only in plural, from an unused root meaning to be hard;","ebony","ebony."
